Date,Open,High,Low,Close,Adj_Close,Volume,ewma_3
2023-08-14,1266.53,1291.0,1262.1,1288.38,1270.65,815800.0,0.0109966541810876
2023-08-16,1278.32,1291.07,1275.32,1287.45,1269.74,175742.0,-0.0430318492756493
2023-08-17,1284.0,1288.97,1266.1,1268.88,1251.42,279228.0,-0.0418716085512986
2023-08-18,1266.0,1288.5,1254.25,1278.35,1260.76,2288622.0,0.0240734955896106
2023-08-21,1265.5,1277.45,1256.78,1259.13,1250.61,312152.0,0.0240734955896106
2023-08-22,1259.13,1268.72,1249.28,1259.5,1250.98,231980.0,0.0227220386675419
2023-08-23,1263.97,1271.2,1259.03,1261.57,1253.04,314658.0,0.0081738673350838
2023-08-24,1271.0,1271.0,1235.8,1239.32,1230.94,605208.0,0.0223294928701677
2023-08-25,1227.0,1252.5,1221.97,1234.97,1226.62,2425806.0,0.0032160809613419
2023-08-28,1237.0,1241.75,1216.0,1221.28,1213.01,698806.0,0.0803139175258862
2023-08-29,1223.5,1226.07,1204.22,1210.13,1201.94,440308.0,0.0843230464141797
2023-08-30,1215.15,1221.63,1207.53,1209.15,1200.97,1847756.0,0.075883172626876
2023-08-31,1210.03,1212.95,1200.0,1203.45,1195.31,483982.0,0.0291811500600338
2023-09-01,1204.0,1212.85,1200.65,1206.53,1198.36,1446414.0,0.0441218512802706
2023-09-04,1205.03,1211.5,1203.0,1205.07,1196.92,487826.0,0.0441218512802706
2023-09-05,1209.13,1216.97,1205.5,1211.97,1203.78,403438.0,0.0228033095210824
2023-09-06,1211.47,1218.0,1209.0,1214.05,1205.84,350500.0,0.0897227281686594
2023-09-07,1212.93,1219.0,1205.7,1215.75,1207.52,202216.0,0.0127033363373189
2023-09-08,1218.2,1227.82,1211.7,1224.53,1216.24,890656.0,-0.0207457813253621
2023-09-11,1227.97,1238.0,1226.03,1237.2,1228.83,733192.0,0.0237386173492757
2023-09-12,1244.85,1244.85,1217.6,1218.97,1210.73,314114.0,0.0906691666985514
2023-09-13,1221.78,1231.25,1207.8,1226.38,1218.08,285892.0,0.0462409887942059
2023-09-14,1228.18,1232.5,1222.5,1225.55,1217.26,462886.0,-0.0238836724115881
2023-09-15,1233.03,1233.55,1224.8,1230.03,1221.7,252974.0,-0.0209388921708197
2023-09-18,1221.0,1225.78,1216.3,1218.0,1209.76,278662.0,-0.0806921106832789
2023-09-20,1211.47,1213.2,1180.8,1191.05,1182.99,5066954.0,0.0442820921350747
2023-09-21,1189.97,1195.0,1179.5,1182.28,1174.28,716226.0,0.0345040902701494
2023-09-22,1184.07,1191.82,1175.0,1177.03,1169.06,735120.0,0.0345040902701494
2023-09-25,1176.93,1179.95,1167.9,1170.03,1162.11,382302.0,0.0710775721611955
2023-09-26,1171.85,1175.0,1168.05,1170.78,1162.85,278192.0,0.0710775721611955
2023-09-27,1174.5,1185.85,1169.5,1184.55,1176.54,496260.0,0.0176565285791287
2023-09-28,1192.0,1192.0,1162.82,1167.0,1159.1,629366.0,0.0176565285791287
2023-09-29,1173.97,1184.75,1167.05,1173.25,1165.31,304338.0,0.0242338543165151
2023-10-03,1168.5,1168.5,1158.0,1159.13,1151.28,533780.0,0.0248139469114691
2023-10-04,1156.0,1159.35,1147.57,1157.15,1149.32,538410.0,0.0072157038229382
2023-10-05,1162.5,1164.5,1155.0,1156.93,1149.1,389904.0,-0.0295447954164941
2023-10-06,1161.47,1162.5,1156.0,1158.95,1151.11,712234.0,0.0292668858887477
2023-10-09,1154.97,1156.28,1147.5,1148.88,1141.1,192704.0,0.0350515016777454
2023-10-10,1152.53,1158.95,1151.72,1154.28,1146.47,175596.0,0.0421190387109817
2023-10-11,1157.45,1174.75,1157.0,1172.5,1164.57,2768192.0,0.0155239874219634
2023-10-12,1173.82,1179.5,1169.03,1174.43,1166.48,616010.0,0.0217038893757077
2023-10-13,1171.45,1179.0,1165.0,1175.35,1167.4,1373428.0,0.0217038893757077
2023-10-16,1174.0,1177.0,1168.0,1171.45,1163.52,417654.0,0.0217038893757077
2023-10-17,1176.22,1180.0,1171.0,1177.8,1169.83,271286.0,0.0080764450226472
2023-10-18,1177.63,1183.57,1160.1,1161.8,1153.94,521674.0,-0.0306745971094108
2023-10-19,1157.47,1160.7,1150.78,1152.78,1144.98,1180672.0,-0.0306745971094108
2023-10-20,1151.22,1157.4,1148.03,1149.57,1141.8,949106.0,0.0639178457811782
2023-10-23,1146.0,1153.35,1127.13,1131.32,1123.67,500930.0,0.0075151401247128
2023-10-25,1126.47,1140.75,1121.2,1129.0,1121.36,434962.0,0.0322515959954056
2023-10-26,1128.97,1129.0,1110.53,1113.1,1105.57,1364998.0,0.0638051859264905
2023-10-27,1121.0,1137.03,1118.03,1132.63,1124.96,1586372.0,0.0638051859264905
2023-10-30,1141.97,1162.3,1136.0,1155.68,1147.86,543498.0,-0.0389388127046076
2023-10-31,1166.47,1166.47,1141.4,1144.28,1136.53,293678.0,-0.0030651126368614
2023-11-01,1144.95,1158.75,1137.63,1148.32,1140.56,526194.0,0.0851362786204332
2023-11-02,1154.5,1162.0,1153.25,1159.93,1152.08,169218.0,0.0011589744817329
2023-11-03,1164.32,1167.5,1157.45,1159.53,1151.68,1626662.0,-0.0220284419461367
2023-11-06,1167.47,1170.0,1163.03,1169.53,1161.61,653916.0,0.0249398104309058
2023-11-07,1168.88,1169.72,1160.0,1162.1,1154.24,410732.0,0.0398746337236235
2023-11-08,1166.85,1170.5,1161.3,1168.3,1160.4,635526.0,0.024603851447247
2023-11-09,1165.28,1168.28,1152.5,1155.32,1147.51,423200.0,0.0291881645779761
2023-11-10,1154.0,1158.5,1149.07,1157.15,1149.32,999592.0,0.0093299746238093
2023-11-13,1162.5,1162.5,1155.82,1157.15,1149.32,255768.0,0.0093299746238093
2023-11-15,1167.75,1181.18,1163.4,1178.45,1170.48,209078.0,0.0093299746238093
2023-11-16,1174.97,1186.85,1173.4,1181.68,1173.68,871212.0,-0.0192666380381006
2023-11-17,1178.68,1186.5,1176.5,1177.93,1169.96,1146200.0,-0.0192666380381006
2023-11-20,1174.5,1179.0,1168.43,1174.65,1166.7,327648.0,0.0468890976951949
2023-11-21,1181.03,1193.82,1179.7,1189.25,1181.2,152016.0,0.0468890976951949
2023-11-22,1186.35,1197.38,1186.2,1193.88,1185.8,126484.0,0.0264629593903898
